MARCA;TIPO CAMBIO;COR;KM RODADOS;ANO FABRICACAO;PRECO
VOLKSWAGEN;MANUAL;VERMELHO;57412;2008;15490
VOLKSWAGEN;MANUAL;PRETO;60000;2009;17999
VOLKSWAGEN;MANUAL;BRANCO;73543;2009;16500
VOLKSWAGEN;MANUAL;PRATA;93000;2008;23000
VOLKSWAGEN;MANUAL;CINZA;96718;2008;18000
VOLKSWAGEN;MANUAL;PRETO;77000;2008;17900
VOLKSWAGEN;MANUAL;VERMELHO;100;2008;21800
VOLKSWAGEN;MANUAL;AZUL;63500;2008;21000
VOLKSWAGEN;MANUAL;PRATA;92591;2008;18900
VOLKSWAGEN;MANUAL;PRATA;95000;2007;21500
VOLKSWAGEN;MANUAL;PRATA;114757;2009;21000
VOLKSWAGEN;MANUAL;BRANCO;146980;2010;18900
TOYOTA;MANUAL;PRATA;112000;2010;62000
TOYOTA;MANUAL;PRETO;120000;2008;70000
TOYOTA;MANUAL;PRETO;108000;2007;88000
TOYOTA;AUTOMATICO;PRETO;117657;2007;74500
TOYOTA;AUTOMATICO;PRETO;139834;2010;85000
TOYOTA;AUTOMATICO;PRETO;142000;2009;83000
TOYOTA;AUTOMATICO;PRATA;158000;2010;78900
TOYOTA;AUTOMATICO;PRATA;180000;2007;65000
TOYOTA;AUTOMATICO;PRATA;143;2007;78900
TOYOTA;MANUAL;PRETO;101000;2008;75500
TOYOTA;MANUAL;PRATA;123200;2009;77990
TOYOTA;MANUAL;BRANCO;150000;2010;79000
VOLKSWAGEN;MANUAL;PRATA;52850;2010;35400
VOLKSWAGEN;AUTOMATICO;AZUL;53000;2009;44990
VOLKSWAGEN;AUTOMATICO;PRATA;57000;2009;36999
VOLKSWAGEN;AUTOMATICO;PRETO;69500;2008;33899
VOLKSWAGEN;AUTOMATICO;PRETO;70000;2009;36999
VOLKSWAGEN;AUTOMATICO;PRETO;70500;2009;34900
VOLKSWAGEN;AUTOMATICO;PRATA;74000;2009;34900
VOLKSWAGEN;AUTOMATICO;PRATA;78000;2007;36900
VOLKSWAGEN;AUTOMATICO;PRETO;81000;2008;42500
VOLKSWAGEN;AUTOMATICO;PRATA;86900;2009;36800
VOLKSWAGEN;AUTOMATICO;PRETO;91000;2006;37990
VOLKSWAGEN;AUTOMATICO;PRATA;98500;2009;33500
VOLKSWAGEN;AUTOMATICO;PRATA;103209;2009;42000
VOLKSWAGEN;AUTOMATICO;PRATA;110000;2008;39900
VOLKSWAGEN;AUTOMATICO;PRATA;155000;2007;33000
VOLKSWAGEN;AUTOMATICO;PRETO;0;2009;39900
VOLKSWAGEN;AUTOMATICO;PRETO;100;2009;42900
VOLKSWAGEN;AUTOMATICO;PRETO;84000;2008;36999
VOLKSWAGEN;AUTOMATICO;CINZA;99000;2007;35900
FIAT;AUTOMATICO;VERDE;34700;2007;14000
FIAT;MANUAL;VERMELHO;65000;2007;14900
FIAT;MANUAL;AZUL;67600;2008;12900
FIAT;MANUAL;BRANCO;69246;2008;14490
FIAT;MANUAL;PRATA;110500;2010;12990
FIAT;MANUAL;BRANCO;120000;2007;13500
FIAT;MANUAL;CINZA;124081;2008;12900
FIAT;MANUAL;CINZA;128000;2009;13900
FIAT;MANUAL;AZUL;550000;2009;15000
FIAT;MANUAL;VERDE;65336;2009;16900
FIAT;MANUAL;PRATA;72000;2007;15500
FIAT;MANUAL;PRATA;75000;2008;16500
FIAT;MANUAL;PRATA;78944;2007;16900
FIAT;MANUAL;AZUL;79900;2010;15900
FIAT;MANUAL;AZUL;85000;2007;14000
FIAT;MANUAL;PRETO;95000;2008;17200
FIAT;MANUAL;PRATA;116000;2008;14000
FIAT;MANUAL;PRETO;123000;2008;15550
HONDA;MANUAL;CINZA;21000;2010;43900
HONDA;AUTOMATICO;CINZA;58000;2008;42000
HONDA;AUTOMATICO;PRATA;62000;2007;36599
HONDA;AUTOMATICO;PRETO;63500;2009;38900
HONDA;AUTOMATICO;PRETO;71000;2009;44000
HONDA;AUTOMATICO;PRATA;83000;2008;37500
HONDA;AUTOMATICO;PRETO;93000;2009;37900
HONDA;AUTOMATICO;PRETO;101000;2009;38500
HONDA;AUTOMATICO;PRATA;110000;2006;36800
HONDA;AUTOMATICO;PRATA;119000;2008;42900
HONDA;AUTOMATICO;PRATA;124000;2006;39300
HONDA;AUTOMATICO;PRATA;55185;2008;45000
HONDA;AUTOMATICO;PRETO;70000;2008;39000
HONDA;AUTOMATICO;PRETO;74000;2009;37000
HONDA;AUTOMATICO;PRATA;78000;2008;38900
HONDA;AUTOMATICO;DOURADO;78000;2007;38900
HONDA;AUTOMATICO;CINZA;95400;2008;37000
HONDA;AUTOMATICO;PRETO;98000;2008;36000
HONDA;AUTOMATICO;PRETO;99500;2008;42000
HONDA;AUTOMATICO;PRETO;103000;2007;36000
HONDA;AUTOMATICO;CINZA;112000;2010;37000
HONDA;AUTOMATICO;PRETO;62000;2008;38900
HONDA;AUTOMATICO;CINZA;65219;2008;34900
HONDA;AUTOMATICO;VERMELHO;67000;2012;35900
HONDA;AUTOMATICO;CINZA;97560;2008;34999
HONDA;AUTOMATICO;CINZA;168000;2009;36900
HONDA;AUTOMATICO;PRATA;134000;2007;36999
HONDA;MANUAL;PRATA;41800;2008;41900
HONDA;AUTOMATICO;DOURADO;42000;2008;36900
HONDA;AUTOMATICO;CINZA;45111;2008;39500
HONDA;AUTOMATICO;PRATA;50000;2008;34900
HONDA;AUTOMATICO;PRATA;58000;2007;49900
HONDA;AUTOMATICO;CINZA;58000;2008;36990
HONDA;AUTOMATICO;PRETO;61370;2008;38000
HONDA;AUTOMATICO;PRATA;62000;2007;33800
HONDA;AUTOMATICO;PRETO;68000;2007;39500
HONDA;AUTOMATICO;PRATA;68794;2007;39900
HONDA;AUTOMATICO;CINZA;72668;2006;32500
HONDA;AUTOMATICO;CINZA;74000;2009;35980
HONDA;AUTOMATICO;PRATA;74000;2007;36900
HONDA;AUTOMATICO;CINZA;76049;2008;38900
HONDA;AUTOMATICO;PRETO;80000;2008;38900
HONDA;AUTOMATICO;CINZA;80000;2009;33000
HONDA;AUTOMATICO;PRATA;80000;2009;35900
HONDA;AUTOMATICO;PRATA;80000;2009;37000
HONDA;AUTOMATICO;PRATA;82000;2007;38990
HONDA;AUTOMATICO;CINZA;85000;2006;36500
HONDA;AUTOMATICO;PRETO;85000;2007;35000
HONDA;AUTOMATICO;PRATA;88000;2009;39800
HONDA;AUTOMATICO;PRATA;88500;2008;37490
HONDA;AUTOMATICO;PRATA;89000;2010;37900
HONDA;AUTOMATICO;PRETO;97303;2010;36800
HONDA;AUTOMATICO;PRATA;101000;2008;37040
HONDA;AUTOMATICO;PRETO;103000;2007;37050
HONDA;AUTOMATICO;VERDE;134000;2008;33900
HONDA;AUTOMATICO;CINZA;135000;2008;33000
HONDA;AUTOMATICO;PRETO;162789;2008;35000
HONDA;AUTOMATICO;BEGE;11111;2008;37900
HONDA;MANUAL;CINZA;41000;2007;39900
HONDA;MANUAL;PRATA;55397;2009;35000
HONDA;MANUAL;PRATA;57000;2009;39900
HONDA;MANUAL;CINZA;58240;2007;35000
HONDA;MANUAL;PRATA;63000;2008;36900
HONDA;MANUAL;CINZA;65000;2006;35900
HONDA;MANUAL;PRETO;68000;2008;36900
HONDA;MANUAL;PRATA;68000;2009;37900
HONDA;MANUAL;VERDE;70000;2006;33500
HONDA;MANUAL;DOURADO;76000;2007;36900
HONDA;MANUAL;DOURADO;79000;2007;35990
HONDA;MANUAL;DOURADO;80000;2009;36800
HONDA;MANUAL;PRATA;81000;2009;32500
HONDA;MANUAL;CINZA;88200;2009;30900
HONDA;MANUAL;DOURADO;90000;2009;33500
HONDA;MANUAL;CINZA;95000;2009;34200
HONDA;MANUAL;DOURADO;100000;2009;32890
HONDA;MANUAL;PRETO;100000;2008;31500
HONDA;MANUAL;PRETO;104000;2009;34490
HONDA;MANUAL;CINZA;105000;2009;33900
HONDA;MANUAL;PRATA;109140;2007;35900
HONDA;MANUAL;CINZA;128500;2006;31990
HONDA;MANUAL;PRATA;138000;2007;31500
HONDA;MANUAL;PRATA;140000;2008;34890
HONDA;MANUAL;PRATA;142200;2008;33400
HONDA;MANUAL;VERDE;118;2008;34000
HONDA;AUTOMATICO;CINZA;36000;2008;34900
HONDA;AUTOMATICO;CINZA;40000;2009;41500
HONDA;AUTOMATICO;PRETO;55968;2006;35900
HONDA;AUTOMATICO;PRATA;56000;2006;35900
HONDA;AUTOMATICO;CINZA;59000;2007;36990
HONDA;AUTOMATICO;VERDE;60000;2008;35900
HONDA;AUTOMATICO;CINZA;65000;2008;37900
HONDA;AUTOMATICO;DOURADO;66343;2007;33900
HONDA;AUTOMATICO;PRETO;68123;2008;44290
HONDA;AUTOMATICO;PRETO;69000;2007;36900
HONDA;AUTOMATICO;CINZA;70000;2009;37500
HONDA;AUTOMATICO;DOURADO;72000;2007;37000
HONDA;AUTOMATICO;DOURADO;72141;2008;38900
HONDA;AUTOMATICO;PRETO;73990;2008;35900
HONDA;AUTOMATICO;BEGE;78000;2008;36000
HONDA;AUTOMATICO;PRATA;78000;2008;35900
HONDA;AUTOMATICO;PRATA;78100;2008;36000
HONDA;AUTOMATICO;PRATA;79000;2007;37900
HONDA;AUTOMATICO;PRATA;79000;2009;37990
HONDA;AUTOMATICO;PRATA;79031;2007;40900
HONDA;AUTOMATICO;PRETO;80000;2008;34900
HONDA;AUTOMATICO;PRATA;80000;2009;34900
HONDA;AUTOMATICO;CINZA;81000;2009;36600
HONDA;AUTOMATICO;PRETO;81212;2009;37900
HONDA;AUTOMATICO;CINZA;81281;2009;36890
HONDA;AUTOMATICO;PRATA;82000;2007;35000
HONDA;AUTOMATICO;PRATA;83000;2007;37990
HONDA;AUTOMATICO;PRETO;85000;2008;33500
HONDA;AUTOMATICO;PRETO;85000;2008;35990
HONDA;AUTOMATICO;CINZA;85000;2007;36200
HONDA;AUTOMATICO;CINZA;86000;2007;35000
HONDA;AUTOMATICO;DOURADO;86000;2007;38900
HONDA;AUTOMATICO;PRATA;88000;2009;34990
HONDA;AUTOMATICO;PRETO;91000;2006;34800
HONDA;AUTOMATICO;CINZA;92000;2009;36900
HONDA;AUTOMATICO;PRETO;100000;2006;39500
HONDA;AUTOMATICO;PRATA;100000;2007;40900
HONDA;AUTOMATICO;PRETO;100600;2008;34000
HONDA;AUTOMATICO;CINZA;104000;2009;35000
HONDA;AUTOMATICO;CINZA;108091;2007;36480
HONDA;AUTOMATICO;CINZA;115000;2008;34800
HONDA;AUTOMATICO;PRATA;120000;2006;32000
HONDA;AUTOMATICO;CINZA;120200;2008;34850
HONDA;AUTOMATICO;PRETO;128565;2008;36990
HONDA;AUTOMATICO;PRETO;50000;2008;34900
HONDA;MANUAL;VERDE;56200;2008;33000
HONDA;MANUAL;PRETO;60000;2008;32900
HONDA;MANUAL;PRATA;60800;2009;34500
HONDA;MANUAL;CINZA;64000;2008;36000
HONDA;MANUAL;PRETO;65000;2007;33900
HONDA;MANUAL;CINZA;74000;2009;33900
HONDA;MANUAL;PRETO;79000;2009;32900
HONDA;MANUAL;BRANCO;85000;2008;33000
HONDA;MANUAL;VERDE;89000;2007;34000
HONDA;MANUAL;CINZA;89000;2007;36500
HONDA;MANUAL;PRETO;92416;2007;34000
HONDA;MANUAL;AZUL;93000;2008;34900
HONDA;MANUAL;CINZA;99000;2010;32500
HONDA;MANUAL;DOURADO;100000;2007;36990
HONDA;MANUAL;BEGE;103000;2009;36500
HONDA;MANUAL;PRETO;108000;2008;35990
HONDA;MANUAL;PRATA;109000;2008;34500
HONDA;MANUAL;AZUL;125800;2008;33690
HONDA;MANUAL;PRETO;570000;2007;36300
HONDA;MANUAL;VERMELHO;118;2006;52000
HONDA;MANUAL;VERMELHO;40656;2007;52500
HONDA;MANUAL;PRETO;55000;2006;48000
HONDA;MANUAL;PRATA;62000;2007;46900
HONDA;MANUAL;VERMELHO;63021;2007;47900
HONDA;MANUAL;PRATA;65000;2008;45900
HONDA;MANUAL;VERMELHO;69000;2008;53500
HONDA;MANUAL;PRETO;70000;2006;42900
HONDA;MANUAL;PRETO;76000;2007;46890
HONDA;MANUAL;PRATA;76000;2006;45980
HONDA;MANUAL;PRETO;76000;2008;50000
HONDA;MANUAL;PRETO;76500;2006;42999
HONDA;MANUAL;PRETO;76821;2008;50990
HONDA;MANUAL;PRATA;78000;2008;72500
HONDA;MANUAL;PRETO;78000;2008;44900
HONDA;MANUAL;VERMELHO;79000;2007;46800
HONDA;MANUAL;PRETO;79000;2008;39800
HONDA;MANUAL;PRETO;82489;2007;44990
HONDA;MANUAL;PRETO;86000;2007;46990
HONDA;MANUAL;PRETO;95000;2006;45990
HONDA;MANUAL;PRETO;100000;2007;42000
HONDA;MANUAL;VERMELHO;105000;2007;46000
HONDA;MANUAL;PRATA;105000;2008;48000
HONDA;MANUAL;PRETO;107000;2007;45500
HONDA;MANUAL;PRETO;107326;2008;46900
HONDA;MANUAL;VERMELHO;108000;2008;47000
HONDA;MANUAL;VERMELHO;119000;2007;50000
HONDA;MANUAL;AZUL;120000;2008;50900
HONDA;MANUAL;PRETO;130000;2007;42000
FORD;MANUAL;PRETO;39000;2008;22900
FORD;MANUAL;PRATA;39483;2007;25900
FORD;MANUAL;PRATA;62800;2006;25890
FORD;MANUAL;CINZA;65000;2008;28000
FORD;MANUAL;PRETO;69100;2006;29500
FORD;MANUAL;PRATA;74000;2007;24500
FORD;MANUAL;PRATA;77000;2007;21900
FORD;MANUAL;PRATA;78000;2006;26900
FORD;MANUAL;PRATA;86000;2007;24000
FORD;MANUAL;CINZA;38750;2007;26500
FORD;MANUAL;PRETO;48127;2007;25990
FORD;MANUAL;PRATA;53000;2008;26900
FORD;MANUAL;PRETO;56900;2008;26900
FORD;MANUAL;VERMELHO;61000;2007;25900
FORD;MANUAL;PRATA;65000;2008;22900
FORD;MANUAL;PRETO;65399;2007;26900
FORD;MANUAL;BEGE;67000;2008;26900
FORD;MANUAL;PRETO;67000;2007;28500
FORD;MANUAL;PRETO;67344;2008;26900
FORD;MANUAL;PRETO;68000;2006;25500
FORD;MANUAL;PRETO;70000;2007;28700
FORD;MANUAL;PRETO;70000;2007;25900
FORD;MANUAL;PRETO;73000;2007;20990
FORD;MANUAL;DOURADO;78000;2008;26900
FORD;MANUAL;CINZA;79000;2007;27490
FORD;MANUAL;PRATA;80876;2007;26900
FORD;MANUAL;PRATA;81000;2007;23990
FORD;MANUAL;PRETO;84000;2006;27900
FORD;MANUAL;PRATA;85515;2007;26900
FORD;MANUAL;PRETO;86389;2006;25800
FORD;MANUAL;PRETO;86389;2006;25800
FORD;MANUAL;PRETO;87700;2006;26800
FORD;MANUAL;PRATA;89137;2007;25900
FORD;MANUAL;CINZA;92000;2007;26900
FORD;MANUAL;PRATA;95000;2007;26990
FORD;MANUAL;PRATA;97000;2007;27000
FORD;MANUAL;PRETO;101000;2007;26000
FORD;MANUAL;PRATA;108645;2008;27700
FORD;MANUAL;CINZA;109000;2007;27500
FORD;MANUAL;PRETO;116461;2007;24900
FORD;MANUAL;PRETO;130000;2007;26200
FORD;MANUAL;PRATA;28000;2007;27990
FORD;MANUAL;PRATA;62346;2007;27900
FORD;MANUAL;PRATA;65000;2007;27990
FORD;MANUAL;PRETO;74634;2007;27300
FORD;MANUAL;PRETO;80900;2007;27499
FORD;MANUAL;PRATA;45000;2006;30890
FORD;MANUAL;PRETO;56500;2007;28000
FORD;MANUAL;AZUL;58992;2008;29900
FORD;MANUAL;PRATA;61000;2008;24890
FORD;MANUAL;PRATA;62000;2007;26990
FORD;MANUAL;PRATA;62000;2008;27500
FORD;MANUAL;PRETO;67000;2007;30900
FORD;MANUAL;CINZA;68000;2007;26990
FORD;MANUAL;PRETO;72000;2008;26900
FORD;MANUAL;PRETO;73796;2008;28990
FORD;MANUAL;VERMELHO;76000;2006;29800
FORD;MANUAL;CINZA;95000;2006;26000
FORD;MANUAL;VERMELHO;96000;2007;28500
FORD;MANUAL;PRATA;25368;2007;29000
FORD;MANUAL;VERMELHO;42000;2007;28900
FORD;MANUAL;VERMELHO;45000;2007;28900
FORD;MANUAL;PRETO;47685;2007;28520
FORD;MANUAL;PRETO;50000;2007;29999
FORD;MANUAL;PRETO;57000;2006;29000
FORD;MANUAL;PRETO;60000;2008;28900
FORD;MANUAL;PRATA;64000;2006;28990
FORD;MANUAL;PRETO;64000;2006;27490
FORD;MANUAL;CINZA;65295;2007;28000
FORD;MANUAL;PRETO;69000;2008;27500
FORD;MANUAL;PRETO;70000;2008;31000
FORD;MANUAL;PRETO;73500;2006;27990
FORD;MANUAL;PRETO;74000;2007;29500
FORD;MANUAL;VERMELHO;74519;2006;28900
FORD;MANUAL;PRETO;75000;2006;27500
FORD;MANUAL;CINZA;80000;2007;28490
FORD;MANUAL;PRETO;80000;2007;28990
FORD;MANUAL;PRETO;87000;2006;28700
FORD;MANUAL;VERMELHO;90000;2007;26900
FORD;MANUAL;PRETO;103000;2008;29500
FORD;MANUAL;PRETO;116453;2008;31800
FORD;MANUAL;PRETO;126000;2008;31900
FORD;MANUAL;PRETO;33000;2008;31000
FORD;MANUAL;PRETO;90000;2007;27990
FORD;MANUAL;PRATA;180000;2006;25000
FORD;MANUAL;PRATA;1000;2006;25980
FORD;AUTOMATICO;VERMELHO;1000;2008;32980
FORD;AUTOMATICO;PRATA;39500;2006;30950
FORD;AUTOMATICO;VERDE;45000;2007;27000
FORD;AUTOMATICO;PRETO;54263;2006;31990
FORD;AUTOMATICO;DOURADO;67000;2007;28900
FORD;AUTOMATICO;PRETO;67000;2007;29900
FORD;AUTOMATICO;PRETO;68000;2007;25500
FORD;AUTOMATICO;AZUL;68500;2007;29500
FORD;AUTOMATICO;PRETO;75000;2007;25950
FORD;AUTOMATICO;PRATA;76000;2008;28900
FORD;AUTOMATICO;VERMELHO;79000;2008;28900
FORD;AUTOMATICO;PRATA;79000;2006;25500
FORD;AUTOMATICO;VERMELHO;79878;2006;28900
FORD;AUTOMATICO;PRETO;80000;2006;26000
FORD;AUTOMATICO;PRETO;87000;2007;26100
FORD;AUTOMATICO;PRETO;89000;2007;28900
FORD;AUTOMATICO;PRETO;98000;2008;24990
FORD;AUTOMATICO;PRETO;116000;2007;25900
FORD;AUTOMATICO;PRETO;123000;2007;26990
FORD;AUTOMATICO;PRATA;150000;2008;25000
FORD;AUTOMATICO;PRATA;47000;2007;29900
FORD;AUTOMATICO;PRETO;52000;2006;31990
FORD;AUTOMATICO;PRATA;56000;2008;30000
FORD;AUTOMATICO;BEGE;61000;2006;28000
FORD;AUTOMATICO;PRETO;61000;2006;31000
FORD;AUTOMATICO;PRETO;62000;2006;30900
FORD;AUTOMATICO;PRETO;64000;2006;26500
FORD;AUTOMATICO;CINZA;84726;2007;28500
FORD;AUTOMATICO;PRATA;93000;2007;29900
FORD;AUTOMATICO;VINHO;96000;2007;26000
FORD;AUTOMATICO;PRETO;117000;2006;24990
FORD;AUTOMATICO;PRETO;123000;2007;26900
FORD;AUTOMATICO;PRATA;124000;2006;25900
FORD;AUTOMATICO;PRETO;24000;2008;30000
FORD;MANUAL;PRETO;35000;2007;26900
FORD;MANUAL;PRATA;56000;2006;28900
FORD;MANUAL;PRATA;56786;2007;29890
FORD;MANUAL;PRETO;89000;2007;19990
FORD;MANUAL;PRETO;115000;2008;21900
FORD;MANUAL;PRATA;60000;2006;21900
FORD;MANUAL;DOURADO;85000;2006;18500
FORD;MANUAL;PRETO;100233;2006;22000
FORD;MANUAL;CINZA;145000;2007;20000
FORD;MANUAL;CINZA;61000;2007;20900
FORD;MANUAL;CINZA;58000;2006;23500
FORD;MANUAL;PRETO;91362;2006;21800
FORD;MANUAL;PRETO;100000;2006;22890
FORD;MANUAL;PRATA;118900;2007;17900
FORD;MANUAL;PRATA;68300;2006;22900
FORD;AUTOMATICO;PRATA;39900;2006;22990
FORD;AUTOMATICO;PRETO;71000;2007;19900
FORD;MANUAL;PRETO;76000;2007;25990
FORD;MANUAL;DOURADO;77627;2008;23800
FORD;MANUAL;PRETO;136000;2008;23900
FORD;MANUAL;PRETO;170;2006;33000
FORD;AUTOMATICO;CINZA;19722;2007;35990
FORD;AUTOMATICO;PRETO;39000;2007;38800
FORD;AUTOMATICO;PRATA;40500;2007;36500
FORD;AUTOMATICO;PRATA;41000;2006;38900
FORD;AUTOMATICO;PRETO;44000;2006;29900
FORD;AUTOMATICO;PRETO;52000;2007;33000
FORD;AUTOMATICO;PRETO;58000;2007;37888
FORD;AUTOMATICO;PRATA;59000;2006;40990
FORD;AUTOMATICO;PRETO;61000;2008;39800
FORD;AUTOMATICO;PRATA;62900;2006;31990
FORD;AUTOMATICO;PRETO;63000;2006;33000
FORD;AUTOMATICO;PRETO;63000;2006;37990
FORD;AUTOMATICO;CINZA;66000;2006;38500
FORD;AUTOMATICO;PRETO;67000;2007;37900
FORD;AUTOMATICO;PRATA;68000;2014;38000
FORD;AUTOMATICO;PRETO;69000;2014;33990
FORD;AUTOMATICO;CINZA;69000;2014;35990
FORD;AUTOMATICO;PRETO;69000;2014;34000
FORD;AUTOMATICO;CINZA;70000;2014;33800
FORD;AUTOMATICO;PRATA;74869;2014;37500
FORD;AUTOMATICO;DOURADO;75000;2014;36900
FORD;AUTOMATICO;PRETO;75000;2014;35900
FORD;AUTOMATICO;PRETO;76300;2013;34800
FORD;AUTOMATICO;PRATA;76501;2014;34900
FORD;AUTOMATICO;PRATA;77000;2014;31000
FORD;AUTOMATICO;PRETO;78000;2013;32900
FORD;AUTOMATICO;PRETO;78000;2013;35900
FORD;AUTOMATICO;PRATA;79000;2013;32500
FORD;AUTOMATICO;PRETO;80000;2014;28880
FORD;AUTOMATICO;PRETO;80000;2014;35800
FORD;AUTOMATICO;PRATA;85000;2014;33000
FORD;AUTOMATICO;PRETO;85000;2014;35900
FORD;AUTOMATICO;PRATA;89000;2014;37900
FORD;AUTOMATICO;PRATA;90000;2014;31900
FORD;AUTOMATICO;PRATA;91000;2014;35500
FORD;AUTOMATICO;PRETO;91860;2014;31400
FORD;AUTOMATICO;PRETO;93945;2013;36000
FORD;AUTOMATICO;PRATA;99000;2014;34900
FORD;AUTOMATICO;PRETO;99000;2014;36500
FORD;AUTOMATICO;PRETO;100000;2014;33800
FORD;AUTOMATICO;CINZA;106000;2014;34000
FORD;AUTOMATICO;PRATA;108000;2014;41500
FORD;AUTOMATICO;PRETO;144000;2014;35490
FORD;AUTOMATICO;PRETO;145000;2014;34800
FORD;AUTOMATICO;PRETO;153000;2014;37900
FORD;AUTOMATICO;PRETO;160784;2013;33000
VOLKSWAGEN;AUTOMATICO;PRATA;33000;2013;17900
VOLKSWAGEN;MANUAL;VERMELHO;50000;2014;17800
VOLKSWAGEN;MANUAL;CINZA;55000;2014;17900
VOLKSWAGEN;MANUAL;VERMELHO;62706;2014;17300
VOLKSWAGEN;MANUAL;PRATA;64000;2014;15600
VOLKSWAGEN;MANUAL;PRETO;85800;2014;14800
VOLKSWAGEN;MANUAL;PRETO;90000;2014;15000
VOLKSWAGEN;MANUAL;PRATA;111;2014;18500
VOLKSWAGEN;MANUAL;PRATA;29000;2013;18300
VOLKSWAGEN;MANUAL;PRETO;54460;2013;16800
VOLKSWAGEN;MANUAL;PRATA;60000;2013;16500
VOLKSWAGEN;MANUAL;AZUL;60000;2013;18500
VOLKSWAGEN;MANUAL;PRATA;62000;2014;20500
VOLKSWAGEN;MANUAL;VERMELHO;63000;2013;15999
VOLKSWAGEN;MANUAL;CINZA;71500;2014;16500
VOLKSWAGEN;MANUAL;PRETO;75000;2014;16500
VOLKSWAGEN;MANUAL;BRANCO;75000;2013;18000
VOLKSWAGEN;MANUAL;CINZA;78000;2014;20800
VOLKSWAGEN;MANUAL;PRETO;86000;2013;16900
VOLKSWAGEN;MANUAL;CINZA;110000;2014;15000
VOLKSWAGEN;MANUAL;PRATA;114913;2014;15900
VOLKSWAGEN;MANUAL;PRETO;115000;2013;15900
VOLKSWAGEN;MANUAL;CINZA;123000;2012;15990
VOLKSWAGEN;MANUAL;PRATA;123526;2013;19300
VOLKSWAGEN;MANUAL;PRATA;129000;2013;17800
VOLKSWAGEN;MANUAL;PRETO;160000;2013;15900
VOLKSWAGEN;MANUAL;PRETO;59000;2013;16890
VOLKSWAGEN;MANUAL;CINZA;64128;2013;15900
VOLKSWAGEN;MANUAL;BRANCO;70000;2013;17500
VOLKSWAGEN;MANUAL;INDEFINIDA;70000;2013;15500
VOLKSWAGEN;MANUAL;CINZA;80000;2013;14900
VOLKSWAGEN;MANUAL;BRANCO;81000;2013;14500
VOLKSWAGEN;MANUAL;BRANCO;75000;2013;17800
VOLKSWAGEN;MANUAL;CINZA;79000;2013;19000
VOLKSWAGEN;MANUAL;PRATA;84000;2013;19900
VOLKSWAGEN;MANUAL;PRETO;138999;2013;15000
VOLKSWAGEN;MANUAL;BRANCO;34700;2013;16900
VOLKSWAGEN;MANUAL;AZUL;75434;2013;18500
VOLKSWAGEN;MANUAL;PRETO;102750;2013;18500
VOLKSWAGEN;MANUAL;PRETO;28200;2013;16600
VOLKSWAGEN;MANUAL;PRETO;8500;2013;22500
VOLKSWAGEN;MANUAL;PRATA;69000;2013;20800
VOLKSWAGEN;MANUAL;PRATA;78000;2013;24000
VOLKSWAGEN;MANUAL;PRATA;85395;2013;24800
VOLKSWAGEN;MANUAL;PRATA;90000;2013;19899
VOLKSWAGEN;MANUAL;PRATA;121000;2013;19000
TOYOTA;MANUAL;BRANCO;188796;2013;55000
TOYOTA;MANUAL;PRATA;103;2013;69900
TOYOTA;MANUAL;PRATA;66000;2013;63990
TOYOTA;MANUAL;PRATA;102000;2013;74500
TOYOTA;MANUAL;PRATA;135000;2013;65000
TOYOTA;MANUAL;PRATA;149000;2013;65000
TOYOTA;MANUAL;PRATA;155000;2013;63900
TOYOTA;MANUAL;BRANCO;229000;2013;73900
TOYOTA;MANUAL;PRATA;150000;2013;60000
TOYOTA;MANUAL;PRATA;10101;2013;75000
TOYOTA;MANUAL;PRATA;98000;2013;69900
TOYOTA;MANUAL;PRATA;196000;2014;74800
TOYOTA;MANUAL;PRETO;10000;2013;75900
TOYOTA;MANUAL;PRETO;92000;2013;74800
TOYOTA;MANUAL;PRETO;105000;2013;75000
TOYOTA;MANUAL;PRETO;136000;2013;72000
TOYOTA;MANUAL;PRATA;150000;2013;68000
TOYOTA;MANUAL;VERMELHO;187900;2013;63990
TOYOTA;MANUAL;PRETO;118000;2013;68900
TOYOTA;MANUAL;PRETO;100;2013;84900
TOYOTA;AUTOMATICO;PRATA;57000;2013;88500
TOYOTA;AUTOMATICO;PRETO;68000;2013;87990
TOYOTA;AUTOMATICO;PRETO;69500;2014;93900
TOYOTA;AUTOMATICO;PRETO;75000;2014;88000
TOYOTA;AUTOMATICO;PRETO;75000;2014;89900
TOYOTA;AUTOMATICO;PRETO;78500;2014;78900
TOYOTA;AUTOMATICO;PRATA;79000;2014;77900
TOYOTA;AUTOMATICO;PRETO;86412;2014;80000
TOYOTA;AUTOMATICO;PRETO;91000;2014;79500
TOYOTA;AUTOMATICO;PRETO;106000;2014;85000
TOYOTA;AUTOMATICO;PRATA;107000;2014;72000
TOYOTA;AUTOMATICO;PRATA;113700;2014;80000
TOYOTA;AUTOMATICO;PRATA;118000;2014;76000
TOYOTA;AUTOMATICO;PRETO;118061;2014;71900
TOYOTA;AUTOMATICO;PRATA;121000;2014;89900
TOYOTA;AUTOMATICO;PRETO;122000;2014;75000
TOYOTA;AUTOMATICO;PRATA;125000;2014;75000
TOYOTA;AUTOMATICO;PRATA;125000;2014;80000
TOYOTA;AUTOMATICO;PRATA;130000;2013;80000
TOYOTA;AUTOMATICO;PRETO;130000;2014;79990
TOYOTA;AUTOMATICO;PRATA;134000;2013;83500
